MUNICIPIO,CVE_MUN,cve_mun_sesnsp,anio,mes,n_desapariciones,n_hombres,n_mujeres,n_desaparecidos,n_no_localizados,n_delitos_libertad,n_extorsion,n_feminicidios,n_homicidios,n_robos,n_violencia_familiar,fecha,periodo_gobierno,post_2018,post_2024,pct_seguros_cdmx,pct_seguros_nacional,nom_alcaldia,pob_total,pob_femenina,pob_masculina,pob_18ymas,pob_15_64,tasa_desap_100k,tasa_desap_hombres,tasa_desap_mujeres,tasa_desap_anualizada,ratio_mujer_hombre
AZCAPOTZALCO,2,9002,2015,2,1,0,1,1,0,4,3,0,1,325,68,2015-02-01,PRD_Mancera,0,0,,,Azcapotzalco,432205,227255,204950,345123,306611,0.2313716870466561,0.0,0.44003432267716885,2.776460244559873,
AZCAPOTZALCO,2,9002,2015,3,2,1,0,2,0,3,3,0,9,353,83,2015-03-01,PRD_Mancera,0,0,32.48086274648866,31.916246154614303,Azcapotzalco,432205,227255,204950,345123,306611,0.4627433740933122,0.48792388387411567,0.0,5.552920489119746,0.0
AZCAPOTZALCO,2,9002,2016,1,1,1,0,1,0,2,3,0,4,333,66,2016-01-01,PRD_Mancera,0,0,26.32210324826413,32.4897062416334,Azcapotzalco,432205,227255,204950,345123,306611,0.2313716870466561,0.48792388387411567,0.0,2.776460244559873,0.0
AZCAPOTZALCO,2,9002,2016,11,1,1,0,1,0,7,4,0,4,482,50,2016-11-01,PRD_Mancera,0,0,11.898448966959036,30.06589663253005,Azcapotzalco,432205,227255,204950,345123,306611,0.2313716870466561,0.48792388387411567,0.0,2.776460244559873,0.0
AZCAPOTZALCO,2,9002,2017,4,1,1,0,1,0,6,2,0,3,441,82,2017-04-01,PRD_Mancera,0,0,11.956490657904776,29.641769765935337,Azcapotzalco,432205,227255,204950,345123,306611,0.2313716870466561,0.48792388387411567,0.0,2.776460244559873,0.0
AZCAPOTZALCO,2,9002,2017,7,1,0,1,1,0,4,3,0,3,480,66,2017-07-01,PRD_Mancera,0,0,11.931113433024986,27.594182339007034,Azcapotzalco,432205,227255,204950,345123,306611,0.2313716870466561,0.0,0.44003432267716885,2.776460244559873,
AZCAPOTZALCO,2,9002,2017,12,1,1,0,1,0,8,0,0,7,492,69,2017-12-01,PRD_Mancera,0,0,8.980911101261833,27.380615969357248,Azcapotzalco,432205,227255,204950,345123,306611,0.2313716870466561,0.48792388387411567,0.0,2.776460244559873,0.0
AZCAPOTZALCO,2,9002,2019,2,2,1,0,2,0,14,7,0,3,486,86,2019-02-01,Morena_Sheinbaum,1,0,16.47500110458631,27.50887439971201,Azcapotzalco,432205,227255,204950,345123,306611,0.4627433740933122,0.48792388387411567,0.0,5.552920489119746,0.0
AZCAPOTZALCO,2,9002,2019,3,1,0,0,1,0,10,3,1,10,480,96,2019-03-01,Morena_Sheinbaum,1,0,16.195554897435834,27.26033366620193,Azcapotzalco,432205,227255,204950,345123,306611,0.2313716870466561,0.0,0.0,2.776460244559873,
AZCAPOTZALCO,2,9002,2019,4,3,3,0,3,0,8,3,0,11,434,106,2019-04-01,Morena_Sheinbaum,1,0,15.826798045118116,27.600165713891162,Azcapotzalco,432205,227255,204950,345123,306611,0.6941150611399682,1.463771651622347,0.0,8.329380733679619,0.0
AZCAPOTZALCO,2,9002,2019,6,1,1,0,1,0,8,4,1,2,377,107,2019-06-01,Morena_Sheinbaum,1,0,15.08928434048268,28.279829809269625,Azcapotzalco,432205,227255,204950,345123,306611,0.2313716870466561,0.48792388387411567,0.0,2.776460244559873,0.0
AZCAPOTZALCO,2,9002,2019,9,3,3,0,3,0,13,6,0,5,383,111,2019-09-01,Morena_Sheinbaum,1,0,23.13966249082099,29.62975062736134,Azcapotzalco,432205,227255,204950,345123,306611,0.6941150611399682,1.463771651622347,0.0,8.329380733679619,0.0
AZCAPOTZALCO,2,9002,2019,10,5,3,2,5,0,22,6,1,4,402,107,2019-10-01,Morena_Sheinbaum,1,0,22.469083360057315,29.072555369733834,Azcapotzalco,432205,227255,204950,345123,306611,1.1568584352332805,1.463771651622347,0.8800686453543377,13.882301222799367,0.6666666666666666
AZCAPOTZALCO,2,9002,2019,11,2,2,0,2,0,12,4,0,13,392,92,2019-11-01,Morena_Sheinbaum,1,0,21.798504229293645,28.515360112106332,Azcapotzalco,432205,227255,204950,345123,306611,0.4627433740933122,0.9758477677482313,0.0,5.552920489119746,0.0
AZCAPOTZALCO,2,9002,2019,12,3,3,0,3,0,7,6,1,9,363,122,2019-12-01,Morena_Sheinbaum,1,0,21.12792509852997,27.958164854478827,Azcapotzalco,432205,227255,204950,345123,306611,0.6941150611399682,1.463771651622347,0.0,8.329380733679619,0.0
AZCAPOTZALCO,2,9002,2020,1,1,1,0,1,0,9,0,0,6,399,133,2020-01-01,Morena_Sheinbaum,1,0,21.523655281982414,27.639550720708556,Azcapotzalco,432205,227255,204950,345123,306611,0.2313716870466561,0.48792388387411567,0.0,2.776460244559873,0.0
AZCAPOTZALCO,2,9002,2020,2,2,1,1,2,0,12,5,0,12,399,137,2020-02-01,Morena_Sheinbaum,1,0,21.91938546543486,27.32093658693828,Azcapotzalco,432205,227255,204950,345123,306611,0.4627433740933122,0.48792388387411567,0.44003432267716885,5.552920489119746,1.0
AZCAPOTZALCO,2,9002,2020,3,2,2,0,2,0,8,2,0,6,405,143,2020-03-01,Morena_Sheinbaum,1,0,22.315115648887303,27.00232245316801,Azcapotzalco,432205,227255,204950,345123,306611,0.4627433740933122,0.9758477677482313,0.0,5.552920489119746,0.0
AZCAPOTZALCO,2,9002,2020,6,1,0,1,0,1,6,0,0,6,298,112,2020-06-01,Morena_Sheinbaum,1,0,23.97645234375351,30.017367567083987,Azcapotzalco,432205,227255,204950,345123,306611,0.2313716870466561,0.0,0.44003432267716885,2.776460244559873,
AZCAPOTZALCO,2,9002,2020,7,1,1,0,0,1,8,2,0,5,368,122,2020-07-01,Morena_Sheinbaum,1,0,24.530231242042248,31.02238260505598,Azcapotzalco,432205,227255,204950,345123,306611,0.2313716870466561,0.48792388387411567,0.0,2.776460244559873,0.0
AZCAPOTZALCO,2,9002,2020,8,2,1,1,1,1,7,2,0,7,367,132,2020-08-01,Morena_Sheinbaum,1,0,25.08401014033098,32.027397643027975,Azcapotzalco,432205,227255,204950,345123,306611,0.4627433740933122,0.48792388387411567,0.44003432267716885,5.552920489119746,1.0
AZCAPOTZALCO,2,9002,2020,11,1,1,0,0,1,7,3,0,7,446,97,2020-11-01,Morena_Sheinbaum,1,0,27.312932608938738,32.537906417959796,Azcapotzalco,432205,227255,204950,345123,306611,0.2313716870466561,0.48792388387411567,0.0,2.776460244559873,0.0
AZCAPOTZALCO,2,9002,2021,6,2,2,0,2,0,8,4,1,4,354,145,2021-06-01,Morena_Sheinbaum,1,0,31.360435583892944,33.50344015140625,Azcapotzalco,432205,227255,204950,345123,306611,0.4627433740933122,0.9758477677482313,0.0,5.552920489119746,0.0
AZCAPOTZALCO,2,9002,2021,8,1,1,0,1,0,5,4,1,4,405,169,2021-08-01,Morena_Sheinbaum,1,0,32.27276738542447,35.04402127848771,Azcapotzalco,432205,227255,204950,345123,306611,0.2313716870466561,0.48792388387411567,0.0,2.776460244559873,0.0
AZCAPOTZALCO,2,9002,2021,9,1,1,0,1,0,6,4,0,3,405,149,2021-09-01,Morena_Sheinbaum,1,0,32.728933286190234,35.814311842028445,Azcapotzalco,432205,227255,204950,345123,306611,0.2313716870466561,0.48792388387411567,0.0,2.776460244559873,0.0
AZCAPOTZALCO,2,9002,2022,4,1,1,0,1,0,3,4,0,3,304,177,2022-04-01,Morena_Sheinbaum,1,0,33.612049873775945,33.084894328239905,Azcapotzalco,432205,227255,204950,345123,306611,0.2313716870466561,0.48792388387411567,0.0,2.776460244559873,0.0
AZCAPOTZALCO,2,9002,2022,6,1,1,0,1,0,8,0,1,2,346,146,2022-06-01,Morena_Sheinbaum,1,0,36.12120545867263,31.68375290628425,Azcapotzalco,432205,227255,204950,345123,306611,0.2313716870466561,0.48792388387411567,0.0,2.776460244559873,0.0
AZCAPOTZALCO,2,9002,2022,8,2,2,0,1,1,9,7,0,3,360,162,2022-08-01,Morena_Sheinbaum,1,0,38.18094684874981,33.56646083740547,Azcapotzalco,432205,227255,204950,345123,306611,0.4627433740933122,0.9758477677482313,0.0,5.552920489119746,0.0
AZCAPOTZALCO,2,9002,2022,9,4,2,2,3,1,6,0,0,5,343,146,2022-09-01,Morena_Sheinbaum,1,0,39.2108175437884,34.50781480296609,Azcapotzalco,432205,227255,204950,345123,306611,0.9254867481866244,0.9758477677482313,0.8800686453543377,11.105840978239492,1.0
AZCAPOTZALCO,2,9002,2022,11,1,1,0,1,0,11,4,1,9,384,164,2022-11-01,Morena_Sheinbaum,1,0,39.722630428399235,34.46257088738556,Azcapotzalco,432205,227255,204950,345123,306611,0.2313716870466561,0.48792388387411567,0.0,2.776460244559873,0.0
AZCAPOTZALCO,2,9002,2022,12,1,1,0,1,0,8,5,0,5,370,127,2022-12-01,Morena_Sheinbaum,1,0,39.97853687070465,34.439948929595296,Azcapotzalco,432205,227255,204950,345123,306611,0.2313716870466561,0.48792388387411567,0.0,2.776460244559873,0.0
AZCAPOTZALCO,2,9002,2023,1,2,2,0,2,0,4,1,0,4,382,129,2023-01-01,Morena_Sheinbaum,1,0,40.851962901325045,35.19156407855193,Azcapotzalco,432205,227255,204950,345123,306611,0.4627433740933122,0.9758477677482313,0.0,5.552920489119746,0.0
AZCAPOTZALCO,2,9002,2023,3,1,1,0,1,0,3,0,0,4,335,167,2023-03-01,Morena_Sheinbaum,1,0,42.59881496256583,36.69479437646519,Azcapotzalco,432205,227255,204950,345123,306611,0.2313716870466561,0.48792388387411567,0.0,2.776460244559873,0.0
AZCAPOTZALCO,2,9002,2023,4,1,1,0,1,0,3,0,0,7,312,131,2023-04-01,Morena_Sheinbaum,1,0,41.79937611656514,36.76446183102344,Azcapotzalco,432205,227255,204950,345123,306611,0.2313716870466561,0.48792388387411567,0.0,2.776460244559873,0.0
AZCAPOTZALCO,2,9002,2023,6,3,2,1,3,0,5,1,1,5,263,135,2023-06-01,Morena_Sheinbaum,1,0,40.20049842456376,36.903796740139946,Azcapotzalco,432205,227255,204950,345123,306611,0.6941150611399682,0.9758477677482313,0.44003432267716885,8.329380733679619,0.5
AZCAPOTZALCO,2,9002,2023,7,1,0,1,1,0,7,3,0,5,289,104,2023-07-01,Morena_Sheinbaum,1,0,40.902979436373776,37.13627274984007,Azcapotzalco,432205,227255,204950,345123,306611,0.2313716870466561,0.0,0.44003432267716885,2.776460244559873,
AZCAPOTZALCO,2,9002,2023,8,1,1,0,1,0,4,1,0,4,293,115,2023-08-01,Morena_Sheinbaum,1,0,41.60546044818379,37.36874875954019,Azcapotzalco,432205,227255,204950,345123,306611,0.2313716870466561,0.48792388387411567,0.0,2.776460244559873,0.0
AZCAPOTZALCO,2,9002,2023,9,3,3,0,3,0,7,2,0,6,304,116,2023-09-01,Morena_Sheinbaum,1,0,42.307941459993806,37.60122476924031,Azcapotzalco,432205,227255,204950,345123,306611,0.6941150611399682,1.463771651622347,0.0,8.329380733679619,0.0
AZCAPOTZALCO,2,9002,2023,10,2,0,2,2,0,6,0,0,6,315,108,2023-10-01,Morena_Sheinbaum,1,0,42.882215870860115,38.33603199828827,Azcapotzalco,432205,227255,204950,345123,306611,0.4627433740933122,0.0,0.8800686453543377,5.552920489119746,
AZCAPOTZALCO,2,9002,2023,11,1,1,0,1,0,3,4,0,7,289,97,2023-11-01,Morena_Sheinbaum,1,0,43.45649028172642,39.07083922733623,Azcapotzalco,432205,227255,204950,345123,306611,0.2313716870466561,0.48792388387411567,0.0,2.776460244559873,0.0
AZCAPOTZALCO,2,9002,2023,12,1,0,1,1,0,11,1,0,11,271,90,2023-12-01,Morena_Sheinbaum,1,0,44.030764692592726,39.80564645638419,Azcapotzalco,432205,227255,204950,345123,306611,0.2313716870466561,0.0,0.44003432267716885,2.776460244559873,
AZCAPOTZALCO,2,9002,2024,2,1,1,0,1,0,4,1,0,6,269,114,2024-02-01,Morena_Sheinbaum,1,0,42.11332070534235,38.513465269920864,Azcapotzalco,432205,227255,204950,345123,306611,0.2313716870466561,0.48792388387411567,0.0,2.776460244559873,0.0
AZCAPOTZALCO,2,9002,2024,4,1,0,1,1,0,5,2,0,9,258,128,2024-04-01,Morena_Sheinbaum,1,0,41.15459871171716,37.8673746766892,Azcapotzalco,432205,227255,204950,345123,306611,0.2313716870466561,0.0,0.44003432267716885,2.776460244559873,
AZCAPOTZALCO,2,9002,2024,8,2,0,2,2,0,6,3,0,1,278,126,2024-08-01,Morena_Sheinbaum,1,0,41.15459871171716,37.8673746766892,Azcapotzalco,432205,227255,204950,345123,306611,0.4627433740933122,0.0,0.8800686453543377,5.552920489119746,
AZCAPOTZALCO,2,9002,2024,9,2,1,1,2,0,6,6,0,3,293,106,2024-09-01,Morena_Sheinbaum,1,0,41.15459871171716,37.8673746766892,Azcapotzalco,432205,227255,204950,345123,306611,0.4627433740933122,0.48792388387411567,0.44003432267716885,5.552920489119746,1.0
AZCAPOTZALCO,2,9002,2024,10,1,1,0,1,0,3,2,0,7,293,108,2024-10-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,Azcapotzalco,432205,227255,204950,345123,306611,0.2313716870466561,0.48792388387411567,0.0,2.776460244559873,0.0
AZCAPOTZALCO,2,9002,2024,11,1,0,1,1,0,4,2,0,5,283,127,2024-11-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,Azcapotzalco,432205,227255,204950,345123,306611,0.2313716870466561,0.0,0.44003432267716885,2.776460244559873,
AZCAPOTZALCO,2,9002,2025,1,1,1,0,1,0,3,4,0,4,280,115,2025-01-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,Azcapotzalco,432205,227255,204950,345123,306611,0.2313716870466561,0.48792388387411567,0.0,2.776460244559873,0.0
AZCAPOTZALCO,2,9002,2025,3,2,1,1,2,0,4,1,0,3,258,129,2025-03-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,Azcapotzalco,432205,227255,204950,345123,306611,0.4627433740933122,0.48792388387411567,0.44003432267716885,5.552920489119746,1.0
AZCAPOTZALCO,2,9002,2025,4,2,0,2,2,0,8,4,0,6,244,150,2025-04-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,Azcapotzalco,432205,227255,204950,345123,306611,0.4627433740933122,0.0,0.8800686453543377,5.552920489119746,
AZCAPOTZALCO,2,9002,2025,7,2,1,1,2,0,6,5,0,9,265,135,2025-07-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,Azcapotzalco,432205,227255,204950,345123,306611,0.4627433740933122,0.48792388387411567,0.44003432267716885,5.552920489119746,1.0
AZCAPOTZALCO,2,9002,2025,8,3,1,2,3,0,1,10,0,1,232,139,2025-08-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,Azcapotzalco,432205,227255,204950,345123,306611,0.6941150611399682,0.48792388387411567,0.8800686453543377,8.329380733679619,2.0
AZCAPOTZALCO,2,9002,2025,9,3,2,1,3,0,5,10,0,5,210,144,2025-09-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,Azcapotzalco,432205,227255,204950,345123,306611,0.6941150611399682,0.9758477677482313,0.44003432267716885,8.329380733679619,0.5
AZCAPOTZALCO,2,9002,2025,10,2,1,1,2,0,1,4,0,3,228,122,2025-10-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,Azcapotzalco,432205,227255,204950,345123,306611,0.4627433740933122,0.48792388387411567,0.44003432267716885,5.552920489119746,1.0
AZCAPOTZALCO,2,9002,2025,11,8,5,3,8,0,6,6,0,11,213,118,2025-11-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,Azcapotzalco,432205,227255,204950,345123,306611,1.8509734963732487,2.4396194193705782,1.3201029680315064,22.211681956478984,0.6
COYOACÁN,3,9003,2015,3,1,1,0,1,0,8,5,0,1,529,69,2015-03-01,PRD_Mancera,0,0,32.48086274648866,31.916246154614303,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.16274796687102386,0.34588910795199057,0.0,1.9529756024522862,0.0
COYOACÁN,3,9003,2015,8,1,1,0,1,0,8,2,0,4,539,78,2015-08-01,PRD_Mancera,0,0,33.68336599176227,31.320178165840794,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.16274796687102386,0.34588910795199057,0.0,1.9529756024522862,0.0
COYOACÁN,3,9003,2015,10,1,0,1,1,0,1,5,0,3,481,96,2015-10-01,PRD_Mancera,0,0,34.351093149964456,31.632631326115913,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.16274796687102386,0.0,0.3073735849288584,1.9529756024522862,
COYOACÁN,3,9003,2015,12,1,1,0,1,0,3,5,0,2,465,93,2015-12-01,PRD_Mancera,0,0,30.937576859327383,32.15417713378716,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.16274796687102386,0.34588910795199057,0.0,1.9529756024522862,0.0
COYOACÁN,3,9003,2016,3,1,0,0,1,0,2,6,1,8,453,110,2016-03-01,PRD_Mancera,0,0,17.09115602613763,33.16076445732588,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.16274796687102386,0.0,0.0,1.9529756024522862,
COYOACÁN,3,9003,2017,3,1,1,0,1,0,2,3,0,9,601,100,2017-03-01,PRD_Mancera,0,0,11.25004490715092,30.592993157272293,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.16274796687102386,0.34588910795199057,0.0,1.9529756024522862,0.0
COYOACÁN,3,9003,2018,3,1,0,0,1,0,11,2,0,7,660,131,2018-03-01,PRD_Mancera,0,0,7.366202189959554,26.6036825561791,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.16274796687102386,0.0,0.0,1.9529756024522862,
COYOACÁN,3,9003,2018,12,1,0,1,1,0,11,4,0,8,691,86,2018-12-01,Morena_Sheinbaum,1,0,17.033893518887254,28.00595586673217,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.16274796687102386,0.0,0.3073735849288584,1.9529756024522862,
COYOACÁN,3,9003,2019,1,2,2,0,2,0,12,7,0,5,665,112,2019-01-01,Morena_Sheinbaum,1,0,16.75444731173678,27.75741513322209,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.3254959337420477,0.6917782159039811,0.0,3.9059512049045724,0.0
COYOACÁN,3,9003,2019,2,1,1,0,1,0,14,6,0,12,577,122,2019-02-01,Morena_Sheinbaum,1,0,16.47500110458631,27.50887439971201,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.16274796687102386,0.34588910795199057,0.0,1.9529756024522862,0.0
COYOACÁN,3,9003,2019,3,2,0,1,2,0,11,1,0,10,631,131,2019-03-01,Morena_Sheinbaum,1,0,16.195554897435834,27.26033366620193,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.3254959337420477,0.0,0.3073735849288584,3.9059512049045724,
COYOACÁN,3,9003,2019,4,1,0,0,1,0,11,1,0,11,538,143,2019-04-01,Morena_Sheinbaum,1,0,15.826798045118116,27.600165713891162,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.16274796687102386,0.0,0.0,1.9529756024522862,
COYOACÁN,3,9003,2019,5,1,0,1,1,0,17,4,0,8,545,162,2019-05-01,Morena_Sheinbaum,1,0,15.458041192800398,27.939997761580393,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.16274796687102386,0.0,0.3073735849288584,1.9529756024522862,
COYOACÁN,3,9003,2019,7,6,3,3,6,0,18,9,0,5,618,145,2019-07-01,Morena_Sheinbaum,1,0,17.772743723928784,28.729803415300196,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.9764878012261432,1.0376673238559717,0.9221207547865752,11.717853614713718,1.0
COYOACÁN,3,9003,2019,8,1,1,0,1,0,19,3,1,7,632,147,2019-08-01,Morena_Sheinbaum,1,0,20.456203107374886,29.179777021330768,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.16274796687102386,0.34588910795199057,0.0,1.9529756024522862,0.0
COYOACÁN,3,9003,2019,9,2,2,0,2,0,13,4,1,3,592,156,2019-09-01,Morena_Sheinbaum,1,0,23.13966249082099,29.62975062736134,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.3254959337420477,0.6917782159039811,0.0,3.9059512049045724,0.0
COYOACÁN,3,9003,2019,10,1,0,1,1,0,10,8,0,7,608,136,2019-10-01,Morena_Sheinbaum,1,0,22.469083360057315,29.072555369733834,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.16274796687102386,0.0,0.3073735849288584,1.9529756024522862,
COYOACÁN,3,9003,2019,11,1,0,1,1,0,12,5,2,8,587,137,2019-11-01,Morena_Sheinbaum,1,0,21.798504229293645,28.515360112106332,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.16274796687102386,0.0,0.3073735849288584,1.9529756024522862,
COYOACÁN,3,9003,2019,12,5,5,0,5,0,7,1,0,10,515,114,2019-12-01,Morena_Sheinbaum,1,0,21.12792509852997,27.958164854478827,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.8137398343551194,1.729445539759953,0.0,9.764878012261434,0.0
COYOACÁN,3,9003,2020,1,3,2,1,3,0,11,3,0,7,551,146,2020-01-01,Morena_Sheinbaum,1,0,21.523655281982414,27.639550720708556,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.4882439006130716,0.6917782159039811,0.3073735849288584,5.858926807356859,0.5
COYOACÁN,3,9003,2020,2,1,0,1,1,0,25,4,0,4,675,150,2020-02-01,Morena_Sheinbaum,1,0,21.91938546543486,27.32093658693828,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.16274796687102386,0.0,0.3073735849288584,1.9529756024522862,
COYOACÁN,3,9003,2020,3,1,1,0,1,0,12,0,1,8,626,179,2020-03-01,Morena_Sheinbaum,1,0,22.315115648887303,27.00232245316801,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.16274796687102386,0.34588910795199057,0.0,1.9529756024522862,0.0
COYOACÁN,3,9003,2020,5,1,1,0,0,1,6,1,0,5,332,101,2020-05-01,Morena_Sheinbaum,1,0,23.422673445464774,29.012352529111997,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.16274796687102386,0.34588910795199057,0.0,1.9529756024522862,0.0
COYOACÁN,3,9003,2020,7,1,1,0,0,1,6,2,0,5,461,154,2020-07-01,Morena_Sheinbaum,1,0,24.530231242042248,31.02238260505598,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.16274796687102386,0.34588910795199057,0.0,1.9529756024522862,0.0
COYOACÁN,3,9003,2020,11,1,0,1,0,1,12,1,0,7,519,168,2020-11-01,Morena_Sheinbaum,1,0,27.312932608938738,32.537906417959796,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.16274796687102386,0.0,0.3073735849288584,1.9529756024522862,
COYOACÁN,3,9003,2021,5,1,1,0,1,0,7,1,0,4,538,233,2021-05-01,Morena_Sheinbaum,1,0,30.51264151791354,33.69022776649058,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.16274796687102386,0.34588910795199057,0.0,1.9529756024522862,0.0
COYOACÁN,3,9003,2021,8,1,0,1,1,0,11,7,0,1,523,216,2021-08-01,Morena_Sheinbaum,1,0,32.27276738542447,35.04402127848771,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.16274796687102386,0.0,0.3073735849288584,1.9529756024522862,
COYOACÁN,3,9003,2021,10,1,0,1,1,0,10,2,0,4,590,204,2021-10-01,Morena_Sheinbaum,1,0,32.825053547558404,35.26024098179474,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.16274796687102386,0.0,0.3073735849288584,1.9529756024522862,
COYOACÁN,3,9003,2022,1,1,1,0,1,0,9,0,0,8,440,140,2022-01-01,Morena_Sheinbaum,1,0,32.79735340730571,34.029887853957455,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.16274796687102386,0.34588910795199057,0.0,1.9529756024522862,0.0
COYOACÁN,3,9003,2022,2,1,0,1,1,0,6,0,0,6,512,180,2022-02-01,Morena_Sheinbaum,1,0,32.57741274431665,33.907676446587594,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.16274796687102386,0.0,0.3073735849288584,1.9529756024522862,
COYOACÁN,3,9003,2022,4,1,0,1,1,0,15,0,0,8,503,205,2022-04-01,Morena_Sheinbaum,1,0,33.612049873775945,33.084894328239905,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.16274796687102386,0.0,0.3073735849288584,1.9529756024522862,
COYOACÁN,3,9003,2022,5,1,1,0,1,0,9,0,0,0,551,253,2022-05-01,Morena_Sheinbaum,1,0,34.86662766622429,32.384323617262076,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.16274796687102386,0.34588910795199057,0.0,1.9529756024522862,0.0
COYOACÁN,3,9003,2022,6,1,1,0,1,0,10,0,0,9,543,219,2022-06-01,Morena_Sheinbaum,1,0,36.12120545867263,31.68375290628425,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.16274796687102386,0.34588910795199057,0.0,1.9529756024522862,0.0
COYOACÁN,3,9003,2022,9,1,1,0,1,0,10,2,0,5,562,238,2022-09-01,Morena_Sheinbaum,1,0,39.2108175437884,34.50781480296609,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.16274796687102386,0.34588910795199057,0.0,1.9529756024522862,0.0
COYOACÁN,3,9003,2022,10,1,0,1,1,0,14,2,0,7,584,233,2022-10-01,Morena_Sheinbaum,1,0,39.46672398609382,34.485192845175824,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.16274796687102386,0.0,0.3073735849288584,1.9529756024522862,
COYOACÁN,3,9003,2022,11,1,1,0,1,0,8,1,0,4,617,244,2022-11-01,Morena_Sheinbaum,1,0,39.722630428399235,34.46257088738556,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.16274796687102386,0.34588910795199057,0.0,1.9529756024522862,0.0
COYOACÁN,3,9003,2022,12,1,1,0,1,0,7,0,0,6,580,197,2022-12-01,Morena_Sheinbaum,1,0,39.97853687070465,34.439948929595296,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.16274796687102386,0.34588910795199057,0.0,1.9529756024522862,0.0
COYOACÁN,3,9003,2023,1,2,1,1,2,0,7,2,0,5,592,201,2023-01-01,Morena_Sheinbaum,1,0,40.851962901325045,35.19156407855193,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.3254959337420477,0.34588910795199057,0.3073735849288584,3.9059512049045724,1.0
COYOACÁN,3,9003,2023,2,1,1,0,1,0,7,1,0,1,524,210,2023-02-01,Morena_Sheinbaum,1,0,41.72538893194544,35.94317922750856,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.16274796687102386,0.34588910795199057,0.0,1.9529756024522862,0.0
COYOACÁN,3,9003,2023,4,1,0,1,1,0,10,2,0,2,574,216,2023-04-01,Morena_Sheinbaum,1,0,41.79937611656514,36.76446183102344,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.16274796687102386,0.0,0.3073735849288584,1.9529756024522862,
COYOACÁN,3,9003,2023,6,6,4,2,6,0,11,3,0,4,506,197,2023-06-01,Morena_Sheinbaum,1,0,40.20049842456376,36.903796740139946,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.9764878012261432,1.3835564318079623,0.6147471698577168,11.717853614713718,0.5
COYOACÁN,3,9003,2023,7,2,1,1,2,0,5,1,0,8,473,216,2023-07-01,Morena_Sheinbaum,1,0,40.902979436373776,37.13627274984007,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.3254959337420477,0.34588910795199057,0.3073735849288584,3.9059512049045724,1.0
COYOACÁN,3,9003,2023,8,2,1,1,2,0,9,2,0,4,521,228,2023-08-01,Morena_Sheinbaum,1,0,41.60546044818379,37.36874875954019,CoyoacÃ¡n,614447,325337,289110,500374,432544,0.3254959337420477,0.34588910795199057,0.3073735849288584,3.9059512049045724,1.0
