MUNICIPIO,CVE_MUN,cve_mun_sesnsp,anio,mes,n_desapariciones,n_hombres,n_mujeres,n_desaparecidos,n_no_localizados,n_delitos_libertad,n_extorsion,n_feminicidios,n_homicidios,n_robos,n_violencia_familiar,fecha,periodo_gobierno,post_2018,post_2024,pct_seguros_cdmx,pct_seguros_nacional,nom_alcaldia,pob_total,pob_femenina,pob_masculina,pob_18ymas,pob_15_64,tasa_desap_100k,tasa_desap_hombres,tasa_desap_mujeres,tasa_desap_anualizada,ratio_mujer_hombre
IZTACALCO,6,9006,2019,4,3,2,1,3,0,8,1,0,8,417,137,2019-04-01,Morena_Sheinbaum,1,0,15.826798045118116,27.600165713891162,Iztacalco,404695,212343,192352,319021,286131,0.741299002952841,1.0397604391948096,0.47093617402033505,8.895588035434091,0.5
IZTACALCO,6,9006,2019,7,1,1,0,1,0,8,7,0,4,333,135,2019-07-01,Morena_Sheinbaum,1,0,17.772743723928784,28.729803415300196,Iztacalco,404695,212343,192352,319021,286131,0.24709966765094699,0.5198802195974048,0.0,2.965196011811364,0.0
IZTACALCO,6,9006,2019,8,1,0,1,1,0,13,5,0,3,328,154,2019-08-01,Morena_Sheinbaum,1,0,20.456203107374886,29.179777021330768,Iztacalco,404695,212343,192352,319021,286131,0.24709966765094699,0.0,0.47093617402033505,2.965196011811364,
IZTACALCO,6,9006,2019,9,8,4,3,8,0,4,4,0,8,310,131,2019-09-01,Morena_Sheinbaum,1,0,23.13966249082099,29.62975062736134,Iztacalco,404695,212343,192352,319021,286131,1.9767973412075759,2.0795208783896193,1.4128085220610052,23.721568094490912,0.75
IZTACALCO,6,9006,2019,10,5,2,3,5,0,6,4,0,6,326,130,2019-10-01,Morena_Sheinbaum,1,0,22.469083360057315,29.072555369733834,Iztacalco,404695,212343,192352,319021,286131,1.2354983382547349,1.0397604391948096,1.4128085220610052,14.825980059056818,1.5
IZTACALCO,6,9006,2019,12,1,0,1,1,0,6,3,4,9,328,144,2019-12-01,Morena_Sheinbaum,1,0,21.12792509852997,27.958164854478827,Iztacalco,404695,212343,192352,319021,286131,0.24709966765094699,0.0,0.47093617402033505,2.965196011811364,
IZTACALCO,6,9006,2020,1,3,3,0,3,0,6,3,0,8,330,109,2020-01-01,Morena_Sheinbaum,1,0,21.523655281982414,27.639550720708556,Iztacalco,404695,212343,192352,319021,286131,0.741299002952841,1.5596406587922143,0.0,8.895588035434091,0.0
IZTACALCO,6,9006,2020,3,1,1,0,1,0,14,1,0,14,399,167,2020-03-01,Morena_Sheinbaum,1,0,22.315115648887303,27.00232245316801,Iztacalco,404695,212343,192352,319021,286131,0.24709966765094699,0.5198802195974048,0.0,2.965196011811364,0.0
IZTACALCO,6,9006,2020,4,1,1,0,1,0,6,0,0,7,185,98,2020-04-01,Morena_Sheinbaum,1,0,22.86889454717604,28.007337491140003,Iztacalco,404695,212343,192352,319021,286131,0.24709966765094699,0.5198802195974048,0.0,2.965196011811364,0.0
IZTACALCO,6,9006,2020,7,3,2,1,3,0,6,0,1,9,209,113,2020-07-01,Morena_Sheinbaum,1,0,24.530231242042248,31.02238260505598,Iztacalco,404695,212343,192352,319021,286131,0.741299002952841,1.0397604391948096,0.47093617402033505,8.895588035434091,0.5
IZTACALCO,6,9006,2020,9,1,1,0,1,0,3,0,0,10,230,126,2020-09-01,Morena_Sheinbaum,1,0,25.63778903861972,33.03241268099997,Iztacalco,404695,212343,192352,319021,286131,0.24709966765094699,0.5198802195974048,0.0,2.965196011811364,0.0
IZTACALCO,6,9006,2020,10,1,0,1,0,1,4,0,0,6,263,145,2020-10-01,Morena_Sheinbaum,1,0,26.475360823779226,32.785159549479886,Iztacalco,404695,212343,192352,319021,286131,0.24709966765094699,0.0,0.47093617402033505,2.965196011811364,
IZTACALCO,6,9006,2020,11,2,1,1,1,1,6,0,0,6,256,145,2020-11-01,Morena_Sheinbaum,1,0,27.312932608938738,32.537906417959796,Iztacalco,404695,212343,192352,319021,286131,0.49419933530189397,0.5198802195974048,0.47093617402033505,5.930392023622728,1.0
IZTACALCO,6,9006,2021,9,1,1,0,1,0,4,2,0,7,264,147,2021-09-01,Morena_Sheinbaum,1,0,32.728933286190234,35.814311842028445,Iztacalco,404695,212343,192352,319021,286131,0.24709966765094699,0.5198802195974048,0.0,2.965196011811364,0.0
IZTACALCO,6,9006,2021,10,2,2,0,2,0,4,1,0,1,290,180,2021-10-01,Morena_Sheinbaum,1,0,32.825053547558404,35.26024098179474,Iztacalco,404695,212343,192352,319021,286131,0.49419933530189397,1.0397604391948096,0.0,5.930392023622728,0.0
IZTACALCO,6,9006,2021,12,1,1,0,1,0,7,0,1,3,257,186,2021-12-01,Morena_Sheinbaum,1,0,33.01729407029475,34.152099261327315,Iztacalco,404695,212343,192352,319021,286131,0.24709966765094699,0.5198802195974048,0.0,2.965196011811364,0.0
IZTACALCO,6,9006,2022,2,2,1,1,2,0,4,1,0,4,263,155,2022-02-01,Morena_Sheinbaum,1,0,32.57741274431665,33.907676446587594,Iztacalco,404695,212343,192352,319021,286131,0.49419933530189397,0.5198802195974048,0.47093617402033505,5.930392023622728,1.0
IZTACALCO,6,9006,2022,5,1,1,0,1,0,4,7,0,9,274,258,2022-05-01,Morena_Sheinbaum,1,0,34.86662766622429,32.384323617262076,Iztacalco,404695,212343,192352,319021,286131,0.24709966765094699,0.5198802195974048,0.0,2.965196011811364,0.0
IZTACALCO,6,9006,2022,6,2,2,0,2,0,7,1,0,4,226,199,2022-06-01,Morena_Sheinbaum,1,0,36.12120545867263,31.68375290628425,Iztacalco,404695,212343,192352,319021,286131,0.49419933530189397,1.0397604391948096,0.0,5.930392023622728,0.0
IZTACALCO,6,9006,2022,7,2,2,0,1,1,6,4,1,9,246,189,2022-07-01,Morena_Sheinbaum,1,0,37.151076153711216,32.625106871844864,Iztacalco,404695,212343,192352,319021,286131,0.49419933530189397,1.0397604391948096,0.0,5.930392023622728,0.0
IZTACALCO,6,9006,2022,9,1,0,1,1,0,9,1,0,8,285,216,2022-09-01,Morena_Sheinbaum,1,0,39.2108175437884,34.50781480296609,Iztacalco,404695,212343,192352,319021,286131,0.24709966765094699,0.0,0.47093617402033505,2.965196011811364,
IZTACALCO,6,9006,2022,11,1,1,0,1,0,5,2,1,6,388,253,2022-11-01,Morena_Sheinbaum,1,0,39.722630428399235,34.46257088738556,Iztacalco,404695,212343,192352,319021,286131,0.24709966765094699,0.5198802195974048,0.0,2.965196011811364,0.0
IZTACALCO,6,9006,2022,12,1,1,0,1,0,3,0,0,4,295,194,2022-12-01,Morena_Sheinbaum,1,0,39.97853687070465,34.439948929595296,Iztacalco,404695,212343,192352,319021,286131,0.24709966765094699,0.5198802195974048,0.0,2.965196011811364,0.0
IZTACALCO,6,9006,2023,3,1,1,0,1,0,6,1,0,4,301,251,2023-03-01,Morena_Sheinbaum,1,0,42.59881496256583,36.69479437646519,Iztacalco,404695,212343,192352,319021,286131,0.24709966765094699,0.5198802195974048,0.0,2.965196011811364,0.0
IZTACALCO,6,9006,2023,4,3,3,0,3,0,7,0,0,7,274,222,2023-04-01,Morena_Sheinbaum,1,0,41.79937611656514,36.76446183102344,Iztacalco,404695,212343,192352,319021,286131,0.741299002952841,1.5596406587922143,0.0,8.895588035434091,0.0
IZTACALCO,6,9006,2023,7,1,1,0,1,0,10,0,0,5,205,216,2023-07-01,Morena_Sheinbaum,1,0,40.902979436373776,37.13627274984007,Iztacalco,404695,212343,192352,319021,286131,0.24709966765094699,0.5198802195974048,0.0,2.965196011811364,0.0
IZTACALCO,6,9006,2023,8,2,2,0,2,0,5,4,0,4,231,177,2023-08-01,Morena_Sheinbaum,1,0,41.60546044818379,37.36874875954019,Iztacalco,404695,212343,192352,319021,286131,0.49419933530189397,1.0397604391948096,0.0,5.930392023622728,0.0
IZTACALCO,6,9006,2023,11,1,1,0,1,0,5,1,0,3,281,194,2023-11-01,Morena_Sheinbaum,1,0,43.45649028172642,39.07083922733623,Iztacalco,404695,212343,192352,319021,286131,0.24709966765094699,0.5198802195974048,0.0,2.965196011811364,0.0
IZTACALCO,6,9006,2024,1,1,1,0,0,1,10,5,0,8,199,166,2024-01-01,Morena_Sheinbaum,1,0,43.072042698967536,39.15955586315253,Iztacalco,404695,212343,192352,319021,286131,0.24709966765094699,0.5198802195974048,0.0,2.965196011811364,0.0
IZTACALCO,6,9006,2024,3,1,1,0,1,0,7,1,0,6,220,236,2024-03-01,Morena_Sheinbaum,1,0,41.15459871171716,37.8673746766892,Iztacalco,404695,212343,192352,319021,286131,0.24709966765094699,0.5198802195974048,0.0,2.965196011811364,0.0
IZTACALCO,6,9006,2024,9,3,2,1,3,0,5,4,0,6,248,188,2024-09-01,Morena_Sheinbaum,1,0,41.15459871171716,37.8673746766892,Iztacalco,404695,212343,192352,319021,286131,0.741299002952841,1.0397604391948096,0.47093617402033505,8.895588035434091,0.5
IZTACALCO,6,9006,2024,10,2,2,0,2,0,7,1,1,3,278,158,2024-10-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,Iztacalco,404695,212343,192352,319021,286131,0.49419933530189397,1.0397604391948096,0.0,5.930392023622728,0.0
IZTACALCO,6,9006,2024,11,1,1,0,1,0,7,2,0,15,364,159,2024-11-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,Iztacalco,404695,212343,192352,319021,286131,0.24709966765094699,0.5198802195974048,0.0,2.965196011811364,0.0
IZTACALCO,6,9006,2024,12,2,2,0,2,0,2,0,1,10,220,155,2024-12-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,Iztacalco,404695,212343,192352,319021,286131,0.49419933530189397,1.0397604391948096,0.0,5.930392023622728,0.0
IZTACALCO,6,9006,2025,3,1,0,1,1,0,8,19,0,4,319,165,2025-03-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,Iztacalco,404695,212343,192352,319021,286131,0.24709966765094699,0.0,0.47093617402033505,2.965196011811364,
IZTACALCO,6,9006,2025,4,1,0,1,1,0,4,12,0,3,325,178,2025-04-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,Iztacalco,404695,212343,192352,319021,286131,0.24709966765094699,0.0,0.47093617402033505,2.965196011811364,
IZTACALCO,6,9006,2025,5,1,1,0,1,0,5,6,0,4,237,201,2025-05-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,Iztacalco,404695,212343,192352,319021,286131,0.24709966765094699,0.5198802195974048,0.0,2.965196011811364,0.0
IZTACALCO,6,9006,2025,8,2,1,1,2,0,2,3,0,4,331,156,2025-08-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,Iztacalco,404695,212343,192352,319021,286131,0.49419933530189397,0.5198802195974048,0.47093617402033505,5.930392023622728,1.0
IZTACALCO,6,9006,2025,9,1,1,0,1,0,5,8,0,5,344,132,2025-09-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,Iztacalco,404695,212343,192352,319021,286131,0.24709966765094699,0.5198802195974048,0.0,2.965196011811364,0.0
IZTACALCO,6,9006,2025,10,1,1,0,0,1,1,5,0,6,265,155,2025-10-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,Iztacalco,404695,212343,192352,319021,286131,0.24709966765094699,0.5198802195974048,0.0,2.965196011811364,0.0
IZTACALCO,6,9006,2025,11,3,2,1,3,0,8,10,0,7,289,176,2025-11-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,Iztacalco,404695,212343,192352,319021,286131,0.741299002952841,1.0397604391948096,0.47093617402033505,8.895588035434091,0.5
IZTAPALAPA,7,9007,2015,1,1,1,0,1,0,6,7,2,15,1052,161,2015-01-01,PRD_Mancera,0,0,,,Iztapalapa,1835486,947835,887651,1383459,1293944,0.05448148337824423,0.11265688879976478,0.0,0.6537778005389308,0.0
IZTAPALAPA,7,9007,2015,3,1,1,0,1,0,8,7,0,26,1089,249,2015-03-01,PRD_Mancera,0,0,32.48086274648866,31.916246154614303,Iztapalapa,1835486,947835,887651,1383459,1293944,0.05448148337824423,0.11265688879976478,0.0,0.6537778005389308,0.0
IZTAPALAPA,7,9007,2015,4,1,0,1,1,0,14,9,2,20,1066,247,2015-04-01,PRD_Mancera,0,0,31.29870695923272,31.683103320730137,Iztapalapa,1835486,947835,887651,1383459,1293944,0.05448148337824423,0.0,0.10550359503500083,0.6537778005389308,
IZTAPALAPA,7,9007,2015,5,3,2,1,3,0,12,5,3,22,1073,281,2015-05-01,PRD_Mancera,0,0,30.11655117197678,31.44996048684597,Iztapalapa,1835486,947835,887651,1383459,1293944,0.16344445013473272,0.22531377759952956,0.10550359503500083,1.9613334016167925,0.5
IZTAPALAPA,7,9007,2015,6,1,0,1,1,0,16,9,2,19,1116,291,2015-06-01,PRD_Mancera,0,0,28.93439538472084,31.216817652961804,Iztapalapa,1835486,947835,887651,1383459,1293944,0.05448148337824423,0.0,0.10550359503500083,0.6537778005389308,
IZTAPALAPA,7,9007,2015,10,1,0,1,1,0,16,9,0,34,1040,325,2015-10-01,PRD_Mancera,0,0,34.351093149964456,31.632631326115913,Iztapalapa,1835486,947835,887651,1383459,1293944,0.05448148337824423,0.0,0.10550359503500083,0.6537778005389308,
IZTAPALAPA,7,9007,2015,11,1,1,0,1,0,10,7,0,36,1001,282,2015-11-01,PRD_Mancera,0,0,32.64433500464592,31.893404229951535,Iztapalapa,1835486,947835,887651,1383459,1293944,0.05448148337824423,0.11265688879976478,0.0,0.6537778005389308,0.0
IZTAPALAPA,7,9007,2015,12,2,0,2,2,0,11,4,1,27,1017,294,2015-12-01,PRD_Mancera,0,0,30.937576859327383,32.15417713378716,Iztapalapa,1835486,947835,887651,1383459,1293944,0.10896296675648846,0.0,0.21100719007000165,1.3075556010778615,
IZTAPALAPA,7,9007,2016,3,1,0,1,1,0,8,7,1,25,1018,340,2016-03-01,PRD_Mancera,0,0,17.09115602613763,33.16076445732588,Iztapalapa,1835486,947835,887651,1383459,1293944,0.05448148337824423,0.0,0.10550359503500083,0.6537778005389308,
IZTAPALAPA,7,9007,2016,5,1,0,1,1,0,8,9,4,23,1002,392,2016-05-01,PRD_Mancera,0,0,15.104936645430403,33.75280081940877,Iztapalapa,1835486,947835,887651,1383459,1293944,0.05448148337824423,0.0,0.10550359503500083,0.6537778005389308,
IZTAPALAPA,7,9007,2016,10,1,0,1,1,0,5,12,1,35,1180,329,2016-10-01,PRD_Mancera,0,0,12.741677943125204,30.68322812079369,Iztapalapa,1835486,947835,887651,1383459,1293944,0.05448148337824423,0.0,0.10550359503500083,0.6537778005389308,
IZTAPALAPA,7,9007,2018,1,1,0,1,1,0,20,2,0,21,1466,234,2018-01-01,PRD_Mancera,0,0,8.442674797494407,27.12163816496453,Iztapalapa,1835486,947835,887651,1383459,1293944,0.05448148337824423,0.0,0.10550359503500083,0.6537778005389308,
IZTAPALAPA,7,9007,2018,4,1,0,1,0,1,22,5,1,45,1506,335,2018-04-01,PRD_Mancera,0,0,7.669991064896146,26.91993390258854,Iztapalapa,1835486,947835,887651,1383459,1293944,0.05448148337824423,0.0,0.10550359503500083,0.6537778005389308,
IZTAPALAPA,7,9007,2018,8,1,1,0,1,0,41,8,0,28,1771,265,2018-08-01,PRD_Mancera,0,0,14.388382800067703,26.84415327122892,Iztapalapa,1835486,947835,887651,1383459,1293944,0.05448148337824423,0.11265688879976478,0.0,0.6537778005389308,0.0
IZTAPALAPA,7,9007,2018,9,1,1,0,1,0,27,7,2,25,1592,291,2018-09-01,PRD_Mancera,0,0,17.443789792716892,26.490011609139664,Iztapalapa,1835486,947835,887651,1383459,1293944,0.05448148337824423,0.11265688879976478,0.0,0.6537778005389308,0.0
IZTAPALAPA,7,9007,2018,12,2,0,0,2,0,25,8,0,44,1705,278,2018-12-01,Morena_Sheinbaum,1,0,17.033893518887254,28.00595586673217,Iztapalapa,1835486,947835,887651,1383459,1293944,0.10896296675648846,0.0,0.0,1.3075556010778615,
IZTAPALAPA,7,9007,2019,1,6,5,0,6,0,31,18,0,43,1722,269,2019-01-01,Morena_Sheinbaum,1,0,16.75444731173678,27.75741513322209,Iztapalapa,1835486,947835,887651,1383459,1293944,0.32688890026946543,0.5632844439988239,0.0,3.922666803233585,0.0
IZTAPALAPA,7,9007,2019,2,1,1,0,1,0,50,20,1,35,1514,322,2019-02-01,Morena_Sheinbaum,1,0,16.47500110458631,27.50887439971201,Iztapalapa,1835486,947835,887651,1383459,1293944,0.05448148337824423,0.11265688879976478,0.0,0.6537778005389308,0.0
IZTAPALAPA,7,9007,2019,3,5,3,1,5,0,38,9,1,46,1582,406,2019-03-01,Morena_Sheinbaum,1,0,16.195554897435834,27.26033366620193,Iztapalapa,1835486,947835,887651,1383459,1293944,0.27240741689122117,0.3379706663992943,0.10550359503500083,3.268889002694654,0.3333333333333333
IZTAPALAPA,7,9007,2019,4,4,3,1,4,0,29,9,0,36,1570,389,2019-04-01,Morena_Sheinbaum,1,0,15.826798045118116,27.600165713891162,Iztapalapa,1835486,947835,887651,1383459,1293944,0.21792593351297693,0.3379706663992943,0.10550359503500083,2.615111202155723,0.3333333333333333
IZTAPALAPA,7,9007,2019,5,5,5,0,5,0,42,12,0,45,1546,472,2019-05-01,Morena_Sheinbaum,1,0,15.458041192800398,27.939997761580393,Iztapalapa,1835486,947835,887651,1383459,1293944,0.27240741689122117,0.5632844439988239,0.0,3.268889002694654,0.0
IZTAPALAPA,7,9007,2019,6,2,1,1,2,0,22,8,2,32,1488,393,2019-06-01,Morena_Sheinbaum,1,0,15.08928434048268,28.279829809269625,Iztapalapa,1835486,947835,887651,1383459,1293944,0.10896296675648846,0.11265688879976478,0.10550359503500083,1.3075556010778615,1.0
IZTAPALAPA,7,9007,2019,7,4,4,0,4,0,27,10,0,34,1461,402,2019-07-01,Morena_Sheinbaum,1,0,17.772743723928784,28.729803415300196,Iztapalapa,1835486,947835,887651,1383459,1293944,0.21792593351297693,0.4506275551990591,0.0,2.615111202155723,0.0
IZTAPALAPA,7,9007,2019,8,5,3,2,4,1,42,7,2,29,1461,407,2019-08-01,Morena_Sheinbaum,1,0,20.456203107374886,29.179777021330768,Iztapalapa,1835486,947835,887651,1383459,1293944,0.27240741689122117,0.3379706663992943,0.21100719007000165,3.268889002694654,0.6666666666666666
IZTAPALAPA,7,9007,2019,9,12,9,3,12,0,36,6,4,38,1278,390,2019-09-01,Morena_Sheinbaum,1,0,23.13966249082099,29.62975062736134,Iztapalapa,1835486,947835,887651,1383459,1293944,0.6537778005389309,1.0139119991978829,0.31651078510500247,7.84533360646717,0.3333333333333333
IZTAPALAPA,7,9007,2019,10,7,6,1,7,0,37,11,1,25,1442,421,2019-10-01,Morena_Sheinbaum,1,0,22.469083360057315,29.072555369733834,Iztapalapa,1835486,947835,887651,1383459,1293944,0.38137038364770964,0.6759413327985886,0.10550359503500083,4.576444603772516,0.16666666666666666
IZTAPALAPA,7,9007,2019,11,12,8,4,12,0,41,7,3,30,1366,398,2019-11-01,Morena_Sheinbaum,1,0,21.798504229293645,28.515360112106332,Iztapalapa,1835486,947835,887651,1383459,1293944,0.6537778005389309,0.9012551103981182,0.4220143801400033,7.84533360646717,0.5
IZTAPALAPA,7,9007,2019,12,4,2,2,4,0,43,8,1,31,1200,367,2019-12-01,Morena_Sheinbaum,1,0,21.12792509852997,27.958164854478827,Iztapalapa,1835486,947835,887651,1383459,1293944,0.21792593351297693,0.22531377759952956,0.21100719007000165,2.615111202155723,1.0
IZTAPALAPA,7,9007,2020,1,5,3,2,5,0,33,9,0,37,1260,351,2020-01-01,Morena_Sheinbaum,1,0,21.523655281982414,27.639550720708556,Iztapalapa,1835486,947835,887651,1383459,1293944,0.27240741689122117,0.3379706663992943,0.21100719007000165,3.268889002694654,0.6666666666666666
IZTAPALAPA,7,9007,2020,2,3,3,0,3,0,28,11,0,21,1239,441,2020-02-01,Morena_Sheinbaum,1,0,21.91938546543486,27.32093658693828,Iztapalapa,1835486,947835,887651,1383459,1293944,0.16344445013473272,0.3379706663992943,0.0,1.9613334016167925,0.0
IZTAPALAPA,7,9007,2020,3,2,1,1,2,0,33,6,0,28,1298,498,2020-03-01,Morena_Sheinbaum,1,0,22.315115648887303,27.00232245316801,Iztapalapa,1835486,947835,887651,1383459,1293944,0.10896296675648846,0.11265688879976478,0.10550359503500083,1.3075556010778615,1.0
IZTAPALAPA,7,9007,2020,4,8,5,3,8,0,28,7,2,42,731,296,2020-04-01,Morena_Sheinbaum,1,0,22.86889454717604,28.007337491140003,Iztapalapa,1835486,947835,887651,1383459,1293944,0.43585186702595385,0.5632844439988239,0.31651078510500247,5.230222404311446,0.6
IZTAPALAPA,7,9007,2020,6,2,2,0,0,2,15,2,2,28,868,333,2020-06-01,Morena_Sheinbaum,1,0,23.97645234375351,30.017367567083987,Iztapalapa,1835486,947835,887651,1383459,1293944,0.10896296675648846,0.22531377759952956,0.0,1.3075556010778615,0.0
IZTAPALAPA,7,9007,2020,7,1,1,0,1,0,35,7,4,27,955,417,2020-07-01,Morena_Sheinbaum,1,0,24.530231242042248,31.02238260505598,Iztapalapa,1835486,947835,887651,1383459,1293944,0.05448148337824423,0.11265688879976478,0.0,0.6537778005389308,0.0
IZTAPALAPA,7,9007,2020,8,6,2,4,4,2,26,3,1,35,1015,434,2020-08-01,Morena_Sheinbaum,1,0,25.08401014033098,32.027397643027975,Iztapalapa,1835486,947835,887651,1383459,1293944,0.32688890026946543,0.22531377759952956,0.4220143801400033,3.922666803233585,2.0
IZTAPALAPA,7,9007,2020,9,5,3,2,3,2,25,6,1,31,998,398,2020-09-01,Morena_Sheinbaum,1,0,25.63778903861972,33.03241268099997,Iztapalapa,1835486,947835,887651,1383459,1293944,0.27240741689122117,0.3379706663992943,0.21100719007000165,3.268889002694654,0.6666666666666666
IZTAPALAPA,7,9007,2020,10,1,1,0,0,1,42,0,0,40,1158,496,2020-10-01,Morena_Sheinbaum,1,0,26.475360823779226,32.785159549479886,Iztapalapa,1835486,947835,887651,1383459,1293944,0.05448148337824423,0.11265688879976478,0.0,0.6537778005389308,0.0
IZTAPALAPA,7,9007,2020,11,3,3,0,0,3,28,4,2,27,1080,440,2020-11-01,Morena_Sheinbaum,1,0,27.312932608938738,32.537906417959796,Iztapalapa,1835486,947835,887651,1383459,1293944,0.16344445013473272,0.3379706663992943,0.0,1.9613334016167925,0.0
IZTAPALAPA,7,9007,2020,12,1,0,1,1,0,25,9,1,29,1018,377,2020-12-01,Morena_Sheinbaum,1,0,28.150504394098245,32.290653286439714,Iztapalapa,1835486,947835,887651,1383459,1293944,0.05448148337824423,0.0,0.10550359503500083,0.6537778005389308,
IZTAPALAPA,7,9007,2021,2,2,1,1,2,0,24,2,0,31,919,431,2021-02-01,Morena_Sheinbaum,1,0,28.594870388669236,33.47275309325273,Iztapalapa,1835486,947835,887651,1383459,1293944,0.10896296675648846,0.11265688879976478,0.10550359503500083,1.3075556010778615,1.0
IZTAPALAPA,7,9007,2021,3,3,3,0,3,0,32,5,2,32,1120,609,2021-03-01,Morena_Sheinbaum,1,0,28.817053385954733,34.063802996659234,Iztapalapa,1835486,947835,887651,1383459,1293944,0.16344445013473272,0.3379706663992943,0.0,1.9613334016167925,0.0
IZTAPALAPA,7,9007,2021,4,2,1,1,2,0,34,4,1,30,938,591,2021-04-01,Morena_Sheinbaum,1,0,29.664847451934136,33.87701538157491,Iztapalapa,1835486,947835,887651,1383459,1293944,0.10896296675648846,0.11265688879976478,0.10550359503500083,1.3075556010778615,1.0
IZTAPALAPA,7,9007,2021,5,1,1,0,0,1,36,5,1,29,983,615,2021-05-01,Morena_Sheinbaum,1,0,30.51264151791354,33.69022776649058,Iztapalapa,1835486,947835,887651,1383459,1293944,0.05448148337824423,0.11265688879976478,0.0,0.6537778005389308,0.0
IZTAPALAPA,7,9007,2021,6,2,1,1,2,0,22,6,1,23,1038,562,2021-06-01,Morena_Sheinbaum,1,0,31.360435583892944,33.50344015140625,Iztapalapa,1835486,947835,887651,1383459,1293944,0.10896296675648846,0.11265688879976478,0.10550359503500083,1.3075556010778615,1.0
IZTAPALAPA,7,9007,2021,8,1,1,0,1,0,41,14,1,24,997,456,2021-08-01,Morena_Sheinbaum,1,0,32.27276738542447,35.04402127848771,Iztapalapa,1835486,947835,887651,1383459,1293944,0.05448148337824423,0.11265688879976478,0.0,0.6537778005389308,0.0
IZTAPALAPA,7,9007,2021,9,1,1,0,1,0,30,6,0,24,944,431,2021-09-01,Morena_Sheinbaum,1,0,32.728933286190234,35.814311842028445,Iztapalapa,1835486,947835,887651,1383459,1293944,0.05448148337824423,0.11265688879976478,0.0,0.6537778005389308,0.0
IZTAPALAPA,7,9007,2021,10,1,1,0,1,0,25,8,1,31,1005,503,2021-10-01,Morena_Sheinbaum,1,0,32.825053547558404,35.26024098179474,Iztapalapa,1835486,947835,887651,1383459,1293944,0.05448148337824423,0.11265688879976478,0.0,0.6537778005389308,0.0
IZTAPALAPA,7,9007,2021,11,2,1,1,2,0,20,6,3,32,1007,420,2021-11-01,Morena_Sheinbaum,1,0,32.92117380892658,34.70617012156102,Iztapalapa,1835486,947835,887651,1383459,1293944,0.10896296675648846,0.11265688879976478,0.10550359503500083,1.3075556010778615,1.0
IZTAPALAPA,7,9007,2021,12,3,2,1,3,0,24,5,1,22,981,454,2021-12-01,Morena_Sheinbaum,1,0,33.01729407029475,34.152099261327315,Iztapalapa,1835486,947835,887651,1383459,1293944,0.16344445013473272,0.22531377759952956,0.10550359503500083,1.9613334016167925,0.5
IZTAPALAPA,7,9007,2022,1,2,1,1,2,0,38,3,0,22,858,395,2022-01-01,Morena_Sheinbaum,1,0,32.79735340730571,34.029887853957455,Iztapalapa,1835486,947835,887651,1383459,1293944,0.10896296675648846,0.11265688879976478,0.10550359503500083,1.3075556010778615,1.0
IZTAPALAPA,7,9007,2022,2,3,3,0,3,0,24,5,1,21,831,445,2022-02-01,Morena_Sheinbaum,1,0,32.57741274431665,33.907676446587594,Iztapalapa,1835486,947835,887651,1383459,1293944,0.16344445013473272,0.3379706663992943,0.0,1.9613334016167925,0.0
IZTAPALAPA,7,9007,2022,3,3,3,0,3,0,34,4,0,17,918,563,2022-03-01,Morena_Sheinbaum,1,0,32.35747208132761,33.78546503921773,Iztapalapa,1835486,947835,887651,1383459,1293944,0.16344445013473272,0.3379706663992943,0.0,1.9613334016167925,0.0
IZTAPALAPA,7,9007,2022,4,4,3,1,4,0,17,7,1,20,809,548,2022-04-01,Morena_Sheinbaum,1,0,33.612049873775945,33.084894328239905,Iztapalapa,1835486,947835,887651,1383459,1293944,0.21792593351297693,0.3379706663992943,0.10550359503500083,2.615111202155723,0.3333333333333333
IZTAPALAPA,7,9007,2022,5,6,5,1,6,0,26,10,1,17,897,598,2022-05-01,Morena_Sheinbaum,1,0,34.86662766622429,32.384323617262076,Iztapalapa,1835486,947835,887651,1383459,1293944,0.32688890026946543,0.5632844439988239,0.10550359503500083,3.922666803233585,0.2
IZTAPALAPA,7,9007,2022,6,3,2,1,2,1,23,5,0,18,896,556,2022-06-01,Morena_Sheinbaum,1,0,36.12120545867263,31.68375290628425,Iztapalapa,1835486,947835,887651,1383459,1293944,0.16344445013473272,0.22531377759952956,0.10550359503500083,1.9613334016167925,0.5
IZTAPALAPA,7,9007,2022,7,5,2,3,4,1,30,5,1,16,927,550,2022-07-01,Morena_Sheinbaum,1,0,37.151076153711216,32.625106871844864,Iztapalapa,1835486,947835,887651,1383459,1293944,0.27240741689122117,0.22531377759952956,0.31651078510500247,3.268889002694654,1.5
IZTAPALAPA,7,9007,2022,8,3,3,0,3,0,30,2,1,19,921,637,2022-08-01,Morena_Sheinbaum,1,0,38.18094684874981,33.56646083740547,Iztapalapa,1835486,947835,887651,1383459,1293944,0.16344445013473272,0.3379706663992943,0.0,1.9613334016167925,0.0
